bigg_id,equaction_string,mets,bounds,original_bigg_ids
DM_PHB_c,PHB_c --> ,{'PHB_c': -1.0},"(0.0, 1000.0)",['DM_PHB']
Cotpp,co_p --> co_c,"{'co_c': 1.0, 'co_p': -1.0}","(0.0, 1000.0)",['Cotpp']
FDH6pp,2.0 ficytc6_p + for_c --> co2_c + 2.0 focytc6_p + h_c,"{'co2_c': 1.0, 'ficytc6_p': -2.0, 'focytc6_p': 2.0, 'for_c': -1.0, 'h_c': 1.0}","(0.0, 1000.0)",['FDH6pp']
SPP,h2o_c + suc6p_c --> pi_c + sucr_c,"{'h2o_c': -1.0, 'pi_c': 1.0, 'suc6p_c': -1.0, 'sucr_c': 1.0}","(0.0, 1000.0)","['SPP', 'SUC6PH']"
GGPS,adpglc_c + glyc3p_c --> adp_c + glcglycp_c + h_c,"{'adp_c': 1.0, 'adpglc_c': -1.0, 'glcglycp_c': 1.0, 'glyc3p_c': -1.0, 'h_c': 1.0}","(0.0, 1000.0)",['GGPS']
SQLC2,h2o_c + sql_c --> dpterol_c,"{'dpterol_c': 1.0, 'h2o_c': -1.0, 'sql_c': -1.0}","(0.0, 1000.0)",['SQLC2']
DM_13_cis_oretn_n,13_cis_oretn_n --> ,{'13_cis_oretn_n': -1.0},"(0.0, 1000.0)","['DM_13__cis__oretn_n', 'DM_13_cis_oretn[n]', 'DM_13_cis_oretn_LPAREN_n_RPAREN_', 'DM_13_cis_oretn_n_']"
DM_avite1_c,avite1_c --> ,{'avite1_c': -1.0},"(0.0, 1000.0)","['DM_avite1[c]', 'DM_avite1_c', 'sink_avite1[c]']"
DM_core8_g,core8_g --> ,{'core8_g': -1.0},"(0.0, 1000.0)","['DM_core8[g]', 'DM_core8_g', 'DM_core8_g_']"
DM_datp_m,datp_m --> ,{'datp_m': -1.0},"(0.0, 1000.0)","['DM_datp[m]', 'DM_datp_LPAREN_m_RPAREN_', 'DM_datp_m', 'DM_datp_m_']"
DM_dem2emgacpail_prot_hs_r,dem2emgacpail_prot_hs_r --> ,{'dem2emgacpail_prot_hs_r': -1.0},"(0.0, 1000.0)","['DM_dem2emgacpail_prot_hs_r', 'DM_dem2emgacpail_prot_hs_r_']"
DM_dsT_antigen_g,dsT_antigen_g --> ,{'dsT_antigen_g': -1.0},"(0.0, 1000.0)","['DM_dsT_antigen[g]', 'DM_dsT_antigen_LPAREN_g_RPAREN_', 'DM_dsT_antigen_g', 'DM_dsT_antigen_g_']"
DM_dttp_m,dttp_m --> ,{'dttp_m': -1.0},"(0.0, 1000.0)","['DM_dttp[m]', 'DM_dttp_LPAREN_m_RPAREN_', 'DM_dttp_m', 'DM_dttp_m_']"
DM_ethamp_r,ethamp_r --> ,{'ethamp_r': -1.0},"(0.0, 1000.0)","['DM_ethamp[r]', 'DM_ethamp_LPAREN_r_RPAREN_', 'DM_ethamp_r', 'DM_ethamp_r_']"
DM_gpi_sig_r,gpi_sig_r --> ,{'gpi_sig_r': -1.0},"(0.0, 1000.0)","['DM_gpi_sig[er]', 'DM_gpi_sig_LPAREN_er_RPAREN_', 'DM_gpi_sig_er_']"
DM_kdn_c,kdn_c --> ,{'kdn_c': -1.0},"(0.0, 1000.0)","['DM_kdn[c]', 'DM_kdn_c', 'DM_kdn_c_']"
DM_oretn_n,oretn_n --> ,{'oretn_n': -1.0},"(0.0, 1000.0)","['DM_oretn[n]', 'DM_oretn_LPAREN_n_RPAREN_', 'DM_oretn_n', 'DM_oretn_n_']"
DM_yvite_c,gtocophe_c --> ,{'gtocophe_c': -1.0},"(0.0, 1000.0)","['DM_yvite[c]', 'DM_yvite_c', 'DM_yvite_c_']"
SK_T_antigen_g,T_antigen_g --> ,{'T_antigen_g': -1.0},"(0.0, 1000.0)","['DM_T_antigen[g]', 'DM_T_antigen_g', 'DM_T_antigen_g_']"
EX_2mcit_e,2mcit_e --> ,{'2mcit_e': -1.0},"(0.0, 1000.0)","['EX_2mcit[e]', 'EX_2mcit_LPAREN_e_RPAREN_', 'EX_2mcit_e', 'EX_2mcit_e_']"
EX_34dhoxpeg_e,34dhoxpeg_e --> ,{'34dhoxpeg_e': -1.0},"(0.0, 1000.0)","['EX_34dhoxpeg[e]', 'EX_34dhoxpeg_LPAREN_e_RPAREN_', 'EX_34dhoxpeg_e', 'EX_34dhoxpeg_e_']"
EX_3aib_e,3aib_e --> ,{'3aib_e': -1.0},"(0.0, 1000.0)","['EX_3aib[e]', 'EX_3aib_LPAREN_e_RPAREN_', 'EX_3aib_e', 'EX_3aib_e_']"
EX_4mptnl_e,4mptnl_e --> ,{'4mptnl_e': -1.0},"(0.0, 1000.0)","['EX_4mptnl[e]', 'EX_4mptnl_e', 'EX_4mptnl_e_']"
EX_5adtststeroneglc_e,5adtststeroneglc_e --> ,{'5adtststeroneglc_e': -1.0},"(0.0, 1000.0)","['EX_5adtststeroneglc[e]', 'EX_5adtststeroneglc_LPAREN_e_RPAREN_', 'EX_5adtststeroneglc_e', 'EX_5adtststeroneglc_e_']"
EX_5homeprazole_e,5homeprazole_e --> ,{'5homeprazole_e': -1.0},"(0.0, 1000.0)","['EX_5homeprazole[e]', 'EX_5homeprazole_LPAREN_e_RPAREN_', 'EX_5homeprazole_e', 'EX_5homeprazole_e_']"
EX_7dhf_e,7dhf_e --> ,{'7dhf_e': -1.0},"(0.0, 1000.0)","['EX_7dhf[e]', 'EX_7dhf_LPAREN_e_RPAREN_', 'EX_7dhf_e', 'EX_7dhf_e_']"
EX_clpnd_e,clpnd_e --> ,{'clpnd_e': -1.0},"(0.0, 1000.0)","['EX_CLPND_LPAREN_e_RPAREN_', 'EX_CLPND_e', 'EX_CLPND_e_', 'EX_clpnd[e]']"
EX_Rtotal_e,Rtotal_e --> ,{'Rtotal_e': -1.0},"(0.0, 1000.0)","['EX_Rtotal[e]', 'EX_Rtotal_LPAREN_e_RPAREN_', 'EX_Rtotal_e', 'EX_Rtotal_e_']"
EX_acetone_e,acetone_e --> ,{'acetone_e': -1.0},"(0.0, 1000.0)","['EX_acetone[e]', 'EX_acetone_LPAREN_e_RPAREN_', 'EX_acetone_e', 'EX_acetone_e_']"
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs_e,acgalfucgalacgalfuc12gal14acglcgalgluside_hs_e --> ,{'acgalfucgalacgalfuc12gal14acglcgalgluside_hs_e': -1.0},"(0.0, 1000.0)","['EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs[e]', 'EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs_LPAREN_e_RPAREN_', 'EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs_e']"
EX_ach_e,ach_e --> ,{'ach_e': -1.0},"(0.0, 1000.0)","['EX_ach[e]', 'EX_ach_LPAREN_e_RPAREN_', 'EX_ach_e', 'EX_ach_e_']"
EX_acn23acngalgbside_hs_e,acn23acngalgbside_hs_e --> ,{'acn23acngalgbside_hs_e': -1.0},"(0.0, 1000.0)","['EX_acn23acngalgbside_hs[e]', 'EX_acn23acngalgbside_hs_LPAREN_e_RPAREN_', 'EX_acn23acngalgbside_hs_e']"
EX_acngalacglcgal14acglcgalgluside_hs_e,acngalacglcgal14acglcgalgluside_hs_e --> ,{'acngalacglcgal14acglcgalgluside_hs_e': -1.0},"(0.0, 1000.0)","['EX_acngalacglcgal14acglcgalgluside_hs[e]', 'EX_acngalacglcgal14acglcgalgluside_hs_LPAREN_e_RPAREN_', 'EX_acngalacglcgal14acglcgalgluside_hs_e']"
EX_adp_e,adp_e --> ,{'adp_e': -1.0},"(0.0, 1000.0)","['EX_adp', 'EX_adp[e]', 'EX_adp_e']"
EX_adrn_e,adrn_e --> ,{'adrn_e': -1.0},"(0.0, 1000.0)","['EX_adrn[e]', 'EX_adrn_LPAREN_e_RPAREN_', 'EX_adrn_e', 'EX_adrn_e_']"
EX_andrstrn_e,andrstrn_e --> ,{'andrstrn_e': -1.0},"(0.0, 1000.0)","['EX_andrstrn[e]', 'EX_andrstrn_LPAREN_e_RPAREN_', 'EX_andrstrn_e', 'EX_andrstrn_e_']"
EX_antipyrene_e,antipyrene_e --> ,{'antipyrene_e': -1.0},"(0.0, 1000.0)","['EX_antipyrene[e]', 'EX_antipyrene_LPAREN_e_RPAREN_', 'EX_antipyrene_e', 'EX_antipyrene_e_']"
EX_apnnox_e,apnnox_e --> ,{'apnnox_e': -1.0},"(0.0, 1000.0)","['EX_apnnox[e]', 'EX_apnnox_LPAREN_e_RPAREN_', 'EX_apnnox_e', 'EX_apnnox_e_']"
EX_arach_e,arach_e --> ,{'arach_e': -1.0},"(0.0, 1000.0)","['EX_arach[e]', 'EX_arach_LPAREN_e_RPAREN_', 'EX_arach_e', 'EX_arach_e_']"
EX_asp__D_e,asp__D_e --> ,{'asp__D_e': -1.0},"(0.0, 1000.0)","['EX_asp_D[e]', 'EX_asp_D_LPAREN_e_RPAREN_', 'EX_asp_D_e_', 'EX_asp__D_e']"
EX_chtn_e,chtn_e --> ,{'chtn_e': -1.0},"(0.0, 1000.0)","['EX_chtn[e]', 'EX_chtn_LPAREN_e_RPAREN_', 'EX_chtn_e', 'EX_chtn_e_']"
EX_cspg_a_e,cspg_a_e --> ,{'cspg_a_e': -1.0},"(0.0, 1000.0)","['EX_cspg_a[e]', 'EX_cspg_a_LPAREN_e_RPAREN_', 'EX_cspg_a_e', 'EX_cspg_a_e_']"
EX_cspg_d_e,cspg_d_e --> ,{'cspg_d_e': -1.0},"(0.0, 1000.0)","['EX_cspg_d[e]', 'EX_cspg_d_LPAREN_e_RPAREN_', 'EX_cspg_d_e', 'EX_cspg_d_e_']"
EX_dgchol_e,dgchol_e --> ,{'dgchol_e': -1.0},"(0.0, 1000.0)","['EX_dgchol[e]', 'EX_dgchol_LPAREN_e_RPAREN_', 'EX_dgchol_e', 'EX_dgchol_e_']"
EX_dmantipyrine_e,dmantipyrine_e --> ,{'dmantipyrine_e': -1.0},"(0.0, 1000.0)","['EX_dmantipyrine[e]', 'EX_dmantipyrine_LPAREN_e_RPAREN_', 'EX_dmantipyrine_e', 'EX_dmantipyrine_e_']"
EX_dmhptcrn_e,dmhptcrn_e --> ,{'dmhptcrn_e': -1.0},"(0.0, 1000.0)","['EX_dmhptcrn[e]', 'EX_dmhptcrn_LPAREN_e_RPAREN_', 'EX_dmhptcrn_e', 'EX_dmhptcrn_e_']"
EX_eaflatoxin_e,eaflatoxin_e --> ,{'eaflatoxin_e': -1.0},"(0.0, 1000.0)","['EX_eaflatoxin[e]', 'EX_eaflatoxin_LPAREN_e_RPAREN_', 'EX_eaflatoxin_e', 'EX_eaflatoxin_e_']"
EX_ebastine_e,ebastine_e --> ,{'ebastine_e': -1.0},"(0.0, 1000.0)","['EX_ebastine[e]', 'EX_ebastine_LPAREN_e_RPAREN_', 'EX_ebastine_e', 'EX_ebastine_e_']"
EX_elaid_e,elaid_e --> ,{'elaid_e': -1.0},"(0.0, 1000.0)","['EX_elaid[e]', 'EX_elaid_LPAREN_e_RPAREN_', 'EX_elaid_e', 'EX_elaid_e_']"
EX_estriolglc_e,estriolglc_e --> ,{'estriolglc_e': -1.0},"(0.0, 1000.0)","['EX_estriolglc[e]', 'EX_estriolglc_LPAREN_e_RPAREN_', 'EX_estriolglc_e', 'EX_estriolglc_e_']"
EX_fuc14galacglcgalgluside_hs_e,fuc14galacglcgalgluside_hs_e --> ,{'fuc14galacglcgalgluside_hs_e': -1.0},"(0.0, 1000.0)","['EX_fuc14galacglcgalgluside_hs[e]', 'EX_fuc14galacglcgalgluside_hs_LPAREN_e_RPAREN_', 'EX_fuc14galacglcgalgluside_hs_e']"
EX_fucacngal14acglcgalgluside_hs_e,fucacngal14acglcgalgluside_hs_e --> ,{'fucacngal14acglcgalgluside_hs_e': -1.0},"(0.0, 1000.0)","['EX_fucacngal14acglcgalgluside_hs[e]', 'EX_fucacngal14acglcgalgluside_hs_LPAREN_e_RPAREN_', 'EX_fucacngal14acglcgalgluside_hs_e']"
EX_fucfuc132galacglcgal14acglcgalgluside_hs_e,fucfuc132galacglcgal14acglcgalgluside_hs_e --> ,{'fucfuc132galacglcgal14acglcgalgluside_hs_e': -1.0},"(0.0, 1000.0)","['EX_fucfuc132galacglcgal14acglcgalgluside_hs[e]', 'EX_fucfuc132galacglcgal14acglcgalgluside_hs_LPAREN_e_RPAREN_', 'EX_fucfuc132galacglcgal14acglcgalgluside_hs_e']"
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs_e,fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs_e --> ,{'fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs_e': -1.0},"(0.0, 1000.0)","['EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs[e]', 'EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs_LPAREN_e_RPAREN_', 'EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs_e']"
EX_galfuc12gal14acglcgalgluside_hs_e,galfuc12gal14acglcgalgluside_hs_e --> ,{'galfuc12gal14acglcgalgluside_hs_e': -1.0},"(0.0, 1000.0)","['EX_galfuc12gal14acglcgalgluside_hs[e]', 'EX_galfuc12gal14acglcgalgluside_hs_LPAREN_e_RPAREN_', 'EX_galfuc12gal14acglcgalgluside_hs_e']"
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs_e,galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs_e --> ,{'galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs_e': -1.0},"(0.0, 1000.0)","['EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs[e]', 'EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs_LPAREN_e_RPAREN_', 'EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs_e']"
EX_gluala_e,gluala_e --> ,{'gluala_e': -1.0},"(0.0, 1000.0)","['EX_gluala[e]', 'EX_gluala_LPAREN_e_RPAREN_', 'EX_gluala_e', 'EX_gluala_e_']"
EX_ha_e,ha_e --> ,{'ha_e': -1.0},"(0.0, 1000.0)","['EX_ha[e]', 'EX_ha_LPAREN_e_RPAREN_', 'EX_ha_e', 'EX_ha_e_']"
EX_hcoumarin_e,hcoumarin_e --> ,{'hcoumarin_e': -1.0},"(0.0, 1000.0)","['EX_hcoumarin[e]', 'EX_hcoumarin_LPAREN_e_RPAREN_', 'EX_hcoumarin_e', 'EX_hcoumarin_e_']"
EX_hspg_e,hspg_e --> ,{'hspg_e': -1.0},"(0.0, 1000.0)","['EX_chopg_e_', 'EX_hspg[e]', 'EX_hspg_LPAREN_e_RPAREN_', 'EX_hspg_e']"
EX_leuktrF4_e,leuktrF4_e --> ,{'leuktrF4_e': -1.0},"(0.0, 1000.0)","['EX_leuktrF4[e]', 'EX_leuktrF4_e', 'EX_leuktrF4_e_']"
EX_lnlc_e,lnlc_e --> ,{'lnlc_e': -1.0},"(0.0, 1000.0)","['EX_lnlc[e]', 'EX_lnlc_LPAREN_e_RPAREN_', 'EX_lnlc_dup_e', 'EX_lnlc_e', 'EX_lnlc_e_']"
EX_lnlnca_e,lnlnca_e --> ,{'lnlnca_e': -1.0},"(0.0, 1000.0)","['EX_lnlnca[e]', 'EX_lnlnca_LPAREN_e_RPAREN_', 'EX_lnlnca_e', 'EX_lnlnca_e_']"
EX_mercplaccys_e,mercplaccys_e --> ,{'mercplaccys_e': -1.0},"(0.0, 1000.0)","['EX_mercplaccys[e]', 'EX_mercplaccys_LPAREN_e_RPAREN_', 'EX_mercplaccys_e', 'EX_mercplaccys_e_']"
EX_nrvnc_e,nrvnc_e --> ,{'nrvnc_e': -1.0},"(0.0, 1000.0)","['EX_nrvnc[e]', 'EX_nrvnc_LPAREN_e_RPAREN_', 'EX_nrvnc_e', 'EX_nrvnc_e_']"
EX_oh1_e,oh1_e --> ,{'oh1_e': -1.0},"(0.0, 1000.0)","['EX_oh1', 'EX_oh1[e]', 'EX_oh1_e_']"
EX_peplys_e,peplys_e --> ,{'peplys_e': -1.0},"(0.0, 1000.0)","['EX_peplys[e]', 'EX_peplys_LPAREN_e_RPAREN_', 'EX_peplys_e', 'EX_peplys_e_']"
EX_phllqne_e,phllqne_e --> ,{'phllqne_e': -1.0},"(0.0, 1000.0)","['EX_phyQ[e]', 'EX_phyQ_LPAREN_e_RPAREN_', 'EX_phyQ_e', 'EX_phyQ_e_']"
EX_ps_hs_e,ps_hs_e --> ,{'ps_hs_e': -1.0},"(0.0, 1000.0)","['EX_ps_hs[e]', 'EX_ps_hs_LPAREN_e_RPAREN_', 'EX_ps_hs_e']"
EX_ptdca_e,ptdca_e --> ,{'ptdca_e': -1.0},"(0.0, 1000.0)","['EX_ptdca[e]', 'EX_ptdca_LPAREN_e_RPAREN_', 'EX_ptdca_e', 'EX_ptdca_e_']"
EX_retinol_e,retinol_e --> ,{'retinol_e': -1.0},"(0.0, 1000.0)","['EX_retinol[e]', 'EX_retinol_LPAREN_e_RPAREN_', 'EX_retinol_e', 'EX_retinol_e_']"
EX_retinol_cis_11_e,retinol_cis_11_e --> ,{'retinol_cis_11_e': -1.0},"(0.0, 1000.0)","['EX_retinol__cis__11_e', 'EX_retinol_cis_11[e]', 'EX_retinol_cis_11_LPAREN_e_RPAREN_', 'EX_retinol_cis_11_e_']"
EX_retn_e,retn_e --> ,{'retn_e': -1.0},"(0.0, 1000.0)","['EX_retn[e]', 'EX_retn_LPAREN_e_RPAREN_', 'EX_retn_e', 'EX_retn_e_']"
EX_sphs1p_e,sphs1p_e --> ,{'sphs1p_e': -1.0},"(0.0, 1000.0)","['EX_sphs1p[e]', 'EX_sphs1p_LPAREN_e_RPAREN_', 'EX_sphs1p_e', 'EX_sphs1p_e_']"
EX_thf_e,thf_e --> ,{'thf_e': -1.0},"(0.0, 1000.0)","['EX_thf[e]', 'EX_thf_LPAREN_e_RPAREN_', 'EX_thf_e', 'EX_thf_e_']"
EX_tmndnc_e,tmndnc_e --> ,{'tmndnc_e': -1.0},"(0.0, 1000.0)","['EX_tmndnc[e]', 'EX_tmndnc_LPAREN_e_RPAREN_', 'EX_tmndnc_e', 'EX_tmndnc_e_']"
EX_tststerone_e,tststerone_e --> ,{'tststerone_e': -1.0},"(0.0, 1000.0)","['EX_tststerone[e]', 'EX_tststerone_e', 'EX_tststerone_e_']"
EX_tymsf_e,tymsf_e --> ,{'tymsf_e': -1.0},"(0.0, 1000.0)","['EX_tymsf[e]', 'EX_tymsf_LPAREN_e_RPAREN_', 'EX_tymsf_e', 'EX_tymsf_e_']"
EX_udp_e,udp_e --> ,{'udp_e': -1.0},"(0.0, 1000.0)","['EX_udp[e]', 'EX_udp_LPAREN_e_RPAREN_', 'EX_udp_e', 'EX_udp_e_']"
EX_vitd2_e,vitd2_e --> ,{'vitd2_e': -1.0},"(0.0, 1000.0)","['EX_vitd2_LPAREN_e_RPAREN_', 'EX_vitd2_e', 'EX_vitd2_e_']"
EX_whtststerone_e,whtststerone_e --> ,{'whtststerone_e': -1.0},"(0.0, 1000.0)","['EX_whtststerone[e]', 'EX_whtststerone_LPAREN_e_RPAREN_', 'EX_whtststerone_e', 'EX_whtststerone_e_']"
EX_xoltri27_e,xoltri27_e --> ,{'xoltri27_e': -1.0},"(0.0, 1000.0)","['EX_xoltri27[e]', 'EX_xoltri27_LPAREN_e_RPAREN_', 'EX_xoltri27_e', 'EX_xoltri27_e_']"
SK_pre_prot_r,pre_prot_r --> ,{'pre_prot_r': -1.0},"(0.0, 1000.0)","['SK_pre_prot[r]', 'sink_pre_prot[r]', 'sink_pre_prot_LPAREN_er_RPAREN_']"
10FTHF5GLUtl,10fthf5glu_c --> 10fthf5glu_l,"{'10fthf5glu_c': -1.0, '10fthf5glu_l': 1.0}","(0.0, 1000.0)",['10FTHF5GLUtl']
10FTHFtl,10fthf_c --> 10fthf_l,"{'10fthf_c': -1.0, '10fthf_l': 1.0}","(0.0, 1000.0)",['10FTHFtl']
11DOCRTSLtr,11docrtsl_c --> 11docrtsl_r,"{'11docrtsl_c': -1.0, '11docrtsl_r': 1.0}","(0.0, 1000.0)",['11DOCRTSLtr']
1PPDCRp,1pipdn2c_x + h_x + nadh_x --> Lpipecol_x + nad_x,"{'1pipdn2c_x': -1.0, 'Lpipecol_x': 1.0, 'h_x': -1.0, 'nad_x': 1.0, 'nadh_x': -1.0}","(0.0, 1000.0)",['1PPDCRp']
1a_24_25VITD3Hm,2425dhvitd3_m + h_m + nadph_m + o2_m --> 1a2425thvitd3_m + h2o_m + nadp_m,"{'1a2425thvitd3_m': 1.0, '2425dhvitd3_m': -1.0, 'h2o_m': 1.0, 'h_m': -1.0, 'nadp_m': 1.0, 'nadph_m': -1.0, 'o2_m': -1.0}","(0.0, 1000.0)","['1a_24_25VITD3Hm', '1a_COMMA_24_COMMA_25VITD3Hm']"
24_25VITD2Hm,25hvitd2_m + h_m + nadph_m + o2_m --> 2425dhvitd2_m + h2o_m + nadp_m,"{'2425dhvitd2_m': 1.0, '25hvitd2_m': -1.0, 'h2o_m': 1.0, 'h_m': -1.0, 'nadp_m': 1.0, 'nadph_m': -1.0, 'o2_m': -1.0}","(0.0, 1000.0)","['24_25VITD2Hm', '24_COMMA_25VITD2Hm']"
25HVITD2tin,25hvitd2_e --> 25hvitd2_c,"{'25hvitd2_c': 1.0, '25hvitd2_e': -1.0}","(0.0, 1000.0)",['25HVITD2tin']
25HVITD3tin,25hvitd3_e --> 25hvitd3_c,"{'25hvitd3_c': 1.0, '25hvitd3_e': -1.0}","(0.0, 1000.0)",['25HVITD3tin']
2AMACHYD,2amac_c + h2o_c --> nh4_c + pyr_c,"{'2amac_c': -1.0, 'h2o_c': -1.0, 'nh4_c': 1.0, 'pyr_c': 1.0}","(0.0, 1000.0)",['2AMACHYD']
2AMACSULT,2amac_c + nadph_c + paps_c --> Lcyst_c + nadp_c + pap_c,"{'2amac_c': -1.0, 'Lcyst_c': 1.0, 'nadp_c': 1.0, 'nadph_c': -1.0, 'pap_c': 1.0, 'paps_c': -1.0}","(0.0, 1000.0)",['2AMACSULT']
2HCO3_NAt,2.0 hco3_e + na1_e --> 2.0 hco3_c + na1_c,"{'hco3_c': 2.0, 'hco3_e': -2.0, 'na1_c': 1.0, 'na1_e': -1.0}","(0.0, 1000.0)",['2HCO3_NAt']
2OXOADOXm,2oxoadp_m + coa_m + nad_m --> co2_m + glutcoa_m + nadh_m,"{'2oxoadp_m': -1.0, 'co2_m': 1.0, 'coa_m': -1.0, 'glutcoa_m': 1.0, 'nad_m': -1.0, 'nadh_m': 1.0}","(0.0, 1000.0)","['2OXOADOXm', 'OADPDH_m']"
34DHPHAMT,34dhpha_c + amet_c --> ahcys_c + h_c + homoval_c,"{'34dhpha_c': -1.0, 'ahcys_c': 1.0, 'amet_c': -1.0, 'h_c': 1.0, 'homoval_c': 1.0}","(0.0, 1000.0)",['34DHPHAMT']
3HBCDm,b2coa_m + h2o_m --> 3hbcoa__R_m,"{'3hbcoa__R_m': 1.0, 'b2coa_m': -1.0, 'h2o_m': -1.0}","(0.0, 1000.0)",['3HBCDm']
3HBCOAHLm,3hibutcoa_m + h2o_m --> 3hmp_m + coa_m + h_m,"{'3hibutcoa_m': -1.0, '3hmp_m': 1.0, 'coa_m': 1.0, 'h2o_m': -1.0, 'h_m': 1.0}","(0.0, 1000.0)","['3HBCOAHLm', '3HIBCOAHL_m']"
3HPCOAHYD,3hpcoa_c + h2o_c --> 3hpp_c + coa_c + h_c,"{'3hpcoa_c': -1.0, '3hpp_c': 1.0, 'coa_c': 1.0, 'h2o_c': -1.0, 'h_c': 1.0}","(0.0, 1000.0)","['3HPCOAHYD', 'HICH']"
3HPPD,3hpp_c + nad_c --> h_c + msa_c + nadh_c,"{'3hpp_c': -1.0, 'h_c': 1.0, 'msa_c': 1.0, 'nad_c': -1.0, 'nadh_c': 1.0}","(0.0, 1000.0)",['3HPPD']
3HXKYNOXDA,3hxkynam_c + o2_c --> 48dhoxquin_c + h2o2_c + nh4_c,"{'3hxkynam_c': -1.0, '48dhoxquin_c': 1.0, 'h2o2_c': 1.0, 'nh4_c': 1.0, 'o2_c': -1.0}","(0.0, 1000.0)",['3HXKYNOXDA']
3MLDAt,3mlda_c --> 3mlda_e,"{'3mlda_c': -1.0, '3mlda_e': 1.0}","(0.0, 1000.0)",['3MLDAt']
3NTD7l,3amp_l + h2o_l --> adn_l + pi_l,"{'3amp_l': -1.0, 'adn_l': 1.0, 'h2o_l': -1.0, 'pi_l': 1.0}","(0.0, 1000.0)",['3NTD7l']
41R2A1H12BOOX,h2o_c + nrpphr_c + o2_c --> 34dhmald_c + h2o2_c + nh4_c,"{'34dhmald_c': 1.0, 'h2o2_c': 1.0, 'h2o_c': -1.0, 'nh4_c': 1.0, 'nrpphr_c': -1.0, 'o2_c': -1.0}","(0.0, 1000.0)",['41R2A1H12BOOX']
42A12BOOX,dopa_c + h2o_c + o2_c --> 34dhpac_c + h2o2_c + nh4_c,"{'34dhpac_c': 1.0, 'dopa_c': -1.0, 'h2o2_c': 1.0, 'h2o_c': -1.0, 'nh4_c': 1.0, 'o2_c': -1.0}","(0.0, 1000.0)",['42A12BOOX']
4MPTNLtr,4mptnl_c --> 4mptnl_r,"{'4mptnl_c': -1.0, '4mptnl_r': 1.0}","(0.0, 1000.0)",['4MPTNLtr']
5ADTSTSTERONEGLCte,5adtststeroneglc_c + atp_c + h2o_c --> 5adtststeroneglc_e + adp_c + h_c + pi_c,"{'5adtststeroneglc_c': -1.0, '5adtststeroneglc_e': 1.0, 'adp_c': 1.0, 'atp_c': -1.0, 'h2o_c': -1.0, 'h_c': 1.0, 'pi_c': 1.0}","(0.0, 1000.0)",['5ADTSTSTERONEGLCte']
5ADTSTSTERONESte,5adtststerones_c --> 5adtststerones_e,"{'5adtststerones_c': -1.0, '5adtststerones_e': 1.0}","(0.0, 1000.0)",['5ADTSTSTERONESte']
5HOMEPRAZOLEte,5homeprazole_e --> 5homeprazole_c,"{'5homeprazole_c': 1.0, '5homeprazole_e': -1.0}","(0.0, 1000.0)",['5HOMEPRAZOLEte']
5HOXINOXDA,h2o_c + o2_c + srtn_c --> 5hoxindact_c + h2o2_c + nh4_c,"{'5hoxindact_c': 1.0, 'h2o2_c': 1.0, 'h2o_c': -1.0, 'nh4_c': 1.0, 'o2_c': -1.0, 'srtn_c': -1.0}","(0.0, 1000.0)",['5HOXINOXDA']
5MTHFt2,5mthf_e + oh1_c --> 5mthf_c + oh1_e,"{'5mthf_c': 1.0, '5mthf_e': -1.0, 'oh1_c': -1.0, 'oh1_e': 1.0}","(0.0, 1000.0)","['5MTHFt2', '5MTHFt2le']"
6HTSTSTERONEte,6htststerone_c --> 6htststerone_e,"{'6htststerone_c': -1.0, '6htststerone_e': 1.0}","(0.0, 1000.0)",['6HTSTSTERONEte']
A4GALTg,galgluside_hs_g + udpgal_g --> h_g + thcrm_hs_g + udp_g,"{'galgluside_hs_g': -1.0, 'h_g': 1.0, 'thcrm_hs_g': 1.0, 'udp_g': 1.0, 'udpgal_g': -1.0}","(0.0, 1000.0)",['A4GALTg']
A4GNT2g,core2_g + uacgam_g --> gncore2_g + h_g + udp_g,"{'core2_g': -1.0, 'gncore2_g': 1.0, 'h_g': 1.0, 'uacgam_g': -1.0, 'udp_g': 1.0}","(0.0, 1000.0)",['A4GNT2g']
ACACT10m,2maacoa_m + coa_m --> accoa_m + ppcoa_m,"{'2maacoa_m': -1.0, 'accoa_m': 1.0, 'coa_m': -1.0, 'ppcoa_m': 1.0}","(0.0, 1000.0)","['ACACT10m', 'ACCAT', 'ACCAT_m']"
